CWE23_Relative_Path_Traversal__char_environment_ifstream,inputFile.open((char *)data);,
CWE23_Relative_Path_Traversal__char_environment_ofstream,outputFile.open((char *)data);,
CWE23_Relative_Path_Traversal__char_environment_open,outputFile.open((char *)data);,
CWE23_Relative_Path_Traversal__char_environment_w32CreateFile,"hFile = CreateFileA(data,
                            (GENERIC_WRITE|GENERIC_READ),
                            0,
                            NULL,
                            OPEN_ALWAYS,
                            FILE_ATTRIBUTE_NORMAL,
                            NULL);",
CWE23_Relative_Path_Traversal__char_file_fopen,"pFile = FOPEN(data, ""wb+"");",
CWE23_Relative_Path_Traversal__char_file_ifstream,inputFile.open((char *)data);,
CWE23_Relative_Path_Traversal__char_file_ofstream,outputFile.open((char *)data);,
CWE23_Relative_Path_Traversal__char_file_open,"fileDesc = OPEN(data, O_RDWR|O_CREAT, S_IREAD|S_IWRITE);",
CWE23_Relative_Path_Traversal__char_file_w32CreateFile,"hFile = CreateFileA(data,
                            (GENERIC_WRITE|GENERIC_READ),
                            0,
                            NULL,
                            OPEN_ALWAYS,
                            FILE_ATTRIBUTE_NORMAL,
                            NULL);",
CWE23_Relative_Path_Traversal__char_listen_socket_fopen,"pFile = FOPEN(data, ""wb+"");",
CWE23_Relative_Path_Traversal__char_listen_socket_ifstream,inputFile.open((char *)data);,
CWE23_Relative_Path_Traversal__char_listen_socket_ofstream,outputFile.open((char *)data);,
CWE23_Relative_Path_Traversal__char_listen_socket_open,"fileDesc = OPEN(data, O_RDWR|O_CREAT, S_IREAD|S_IWRITE);",
CWE23_Relative_Path_Traversal__char_listen_socket_w32CreateFile,"hFile = CreateFileA(data,
                            (GENERIC_WRITE|GENERIC_READ),
                            0,
                            NULL,
                            OPEN_ALWAYS,
                            FILE_ATTRIBUTE_NORMAL,
                            NULL);",
CWE23_Relative_Path_Traversal__wchar_t_connect_socket_fopen,"pFile = FOPEN(data, L""wb+"");",
CWE23_Relative_Path_Traversal__wchar_t_connect_socket_ifstream,inputFile.open((char *)data);,
CWE23_Relative_Path_Traversal__wchar_t_connect_socket_ofstream,outputFile.open((char *)data);,
CWE23_Relative_Path_Traversal__wchar_t_connect_socket_open,outputFile.open((char *)data);,
CWE23_Relative_Path_Traversal__wchar_t_connect_socket_w32CreateFile,"hFile = CreateFileW(data,
                            (GENERIC_WRITE|GENERIC_READ),
                            0,
                            NULL,
                            OPEN_ALWAYS,
                            FILE_ATTRIBUTE_NORMAL,
                            NULL);",
CWE23_Relative_Path_Traversal__wchar_t_console_fopen,"pFile = FOPEN(data, L""wb+"");",
CWE23_Relative_Path_Traversal__wchar_t_console_ifstream,inputFile.open((char *)data);,
CWE23_Relative_Path_Traversal__wchar_t_console_ofstream,outputFile.open((char *)data);,
CWE23_Relative_Path_Traversal__wchar_t_console_open,"fileDesc = OPEN(data, O_RDWR|O_CREAT, S_IREAD|S_IWRITE);",
CWE23_Relative_Path_Traversal__wchar_t_console_w32CreateFile,"hFile = CreateFileW(data,
                            (GENERIC_WRITE|GENERIC_READ),
                            0,
                            NULL,
                            OPEN_ALWAYS,
                            FILE_ATTRIBUTE_NORMAL,
                            NULL);",
CWE23_Relative_Path_Traversal__wchar_t_environment_fopen,"pFile = FOPEN(data, L""wb+"");",
CWE23_Relative_Path_Traversal__wchar_t_environment_ifstream,inputFile.open((char *)data);,
CWE23_Relative_Path_Traversal__wchar_t_environment_ofstream,outputFile.open((char *)data);,
CWE23_Relative_Path_Traversal__wchar_t_environment_open,"fileDesc = OPEN(data, O_RDWR|O_CREAT, S_IREAD|S_IWRITE);",
CWE23_Relative_Path_Traversal__wchar_t_environment_w32CreateFile,"hFile = CreateFileW(data,
                            (GENERIC_WRITE|GENERIC_READ),
                            0,
                            NULL,
                            OPEN_ALWAYS,
                            FILE_ATTRIBUTE_NORMAL,
                            NULL);",
CWE23_Relative_Path_Traversal__wchar_t_file_fopen,"pFile = FOPEN(data, L""wb+"");",
CWE23_Relative_Path_Traversal__wchar_t_file_ifstream,inputFile.open((char *)data);,
CWE23_Relative_Path_Traversal__wchar_t_file_ofstream,outputFile.open((char *)data);,
CWE23_Relative_Path_Traversal__wchar_t_file_open,"fileDesc = OPEN(data, O_RDWR|O_CREAT, S_IREAD|S_IWRITE);",
CWE23_Relative_Path_Traversal__wchar_t_file_w32CreateFile,"hFile = CreateFileW(data,
                            (GENERIC_WRITE|GENERIC_READ),
                            0,
                            NULL,
                            OPEN_ALWAYS,
                            FILE_ATTRIBUTE_NORMAL,
                            NULL);",
CWE23_Relative_Path_Traversal__wchar_t_listen_socket_fopen,"pFile = FOPEN(data, L""wb+"");",
CWE23_Relative_Path_Traversal__wchar_t_listen_socket_ifstream,inputFile.open((char *)data);,
CWE23_Relative_Path_Traversal__wchar_t_listen_socket_ofstream,outputFile.open((char *)data);,
CWE23_Relative_Path_Traversal__wchar_t_listen_socket_open,"fileDesc = OPEN(data, O_RDWR|O_CREAT, S_IREAD|S_IWRITE);",
CWE23_Relative_Path_Traversal__wchar_t_listen_socket_w32CreateFile,"hFile = CreateFileW(data,
                            (GENERIC_WRITE|GENERIC_READ),
                            0,
                            NULL,
                            OPEN_ALWAYS,
                            FILE_ATTRIBUTE_NORMAL,
                            NULL);",
CWE36_Absolute_Path_Traversal__char_connect_socket_fopen,"pFile = FOPEN(data, ""wb+"");",
CWE36_Absolute_Path_Traversal__char_connect_socket_ifstream,inputFile.open((char *)data);,
CWE36_Absolute_Path_Traversal__char_connect_socket_ofstream,outputFile.open((char *)data);,
CWE36_Absolute_Path_Traversal__char_connect_socket_open,"fileDesc = OPEN(data, O_RDWR|O_CREAT, S_IREAD|S_IWRITE);",
CWE36_Absolute_Path_Traversal__char_connect_socket_w32CreateFile,"hFile = CreateFileA(data,
                            (GENERIC_WRITE|GENERIC_READ),
                            0,
                            NULL,
                            OPEN_ALWAYS,
                            FILE_ATTRIBUTE_NORMAL,
                            NULL);",
CWE36_Absolute_Path_Traversal__char_console_fopen,"pFile = FOPEN(data, ""wb+"");",
CWE36_Absolute_Path_Traversal__char_console_ifstream,inputFile.open((char *)data);,
CWE36_Absolute_Path_Traversal__char_console_ofstream,outputFile.open((char *)data);,
CWE36_Absolute_Path_Traversal__char_console_open,"fileDesc = OPEN(data, O_RDWR|O_CREAT, S_IREAD|S_IWRITE);",
CWE36_Absolute_Path_Traversal__char_console_w32CreateFile,"hFile = CreateFileA(data,
                            (GENERIC_WRITE|GENERIC_READ),
                            0,
                            NULL,
                            OPEN_ALWAYS,
                            FILE_ATTRIBUTE_NORMAL,
                            NULL);",
CWE36_Absolute_Path_Traversal__char_environment_fopen,"pFile = FOPEN(data, ""wb+"");",
CWE36_Absolute_Path_Traversal__char_environment_ifstream,inputFile.open((char *)data);,
CWE36_Absolute_Path_Traversal__char_environment_ofstream,outputFile.open((char *)data);,
CWE36_Absolute_Path_Traversal__char_environment_open,"fileDesc = OPEN(data, O_RDWR|O_CREAT, S_IREAD|S_IWRITE);",
CWE36_Absolute_Path_Traversal__char_environment_w32CreateFile,"hFile = CreateFileA(data,
                            (GENERIC_WRITE|GENERIC_READ),
                            0,
                            NULL,
                            OPEN_ALWAYS,
                            FILE_ATTRIBUTE_NORMAL,
                            NULL);",
CWE36_Absolute_Path_Traversal__char_file_fopen,"pFile = FOPEN(data, ""wb+"");",
CWE36_Absolute_Path_Traversal__char_file_ifstream,inputFile.open((char *)data);,
CWE36_Absolute_Path_Traversal__char_file_ofstream,outputFile.open((char *)data);,
CWE36_Absolute_Path_Traversal__char_file_open,"fileDesc = OPEN(data, O_RDWR|O_CREAT, S_IREAD|S_IWRITE);",
CWE36_Absolute_Path_Traversal__char_file_w32CreateFile,"hFile = CreateFileA(data,
                            (GENERIC_WRITE|GENERIC_READ),
                            0,
                            NULL,
                            OPEN_ALWAYS,
                            FILE_ATTRIBUTE_NORMAL,
                            NULL);",
CWE36_Absolute_Path_Traversal__char_listen_socket_fopen,"pFile = FOPEN(data, ""wb+"");",
CWE36_Absolute_Path_Traversal__char_listen_socket_ifstream,inputFile.open((char *)data);,
CWE36_Absolute_Path_Traversal__char_listen_socket_ofstream,outputFile.open((char *)data);,
CWE36_Absolute_Path_Traversal__char_listen_socket_open,"fileDesc = OPEN(data, O_RDWR|O_CREAT, S_IREAD|S_IWRITE);",
CWE36_Absolute_Path_Traversal__char_listen_socket_w32CreateFile,"hFile = CreateFileA(data,
                            (GENERIC_WRITE|GENERIC_READ),
                            0,
                            NULL,
                            OPEN_ALWAYS,
                            FILE_ATTRIBUTE_NORMAL,
                            NULL);",
CWE36_Absolute_Path_Traversal__wchar_t_connect_socket_fopen,"pFile = FOPEN(data, L""wb+"");",
CWE36_Absolute_Path_Traversal__wchar_t_connect_socket_ifstream,inputFile.open((char *)data);,
CWE36_Absolute_Path_Traversal__wchar_t_connect_socket_ofstream,outputFile.open((char *)data);,
CWE36_Absolute_Path_Traversal__wchar_t_connect_socket_open,"fileDesc = OPEN(data, O_RDWR|O_CREAT, S_IREAD|S_IWRITE);",
CWE36_Absolute_Path_Traversal__wchar_t_connect_socket_w32CreateFile,"hFile = CreateFileW(data,
                            (GENERIC_WRITE|GENERIC_READ),
                            0,
                            NULL,
                            OPEN_ALWAYS,
                            FILE_ATTRIBUTE_NORMAL,
                            NULL);",
CWE36_Absolute_Path_Traversal__wchar_t_console_fopen,"pFile = FOPEN(data, L""wb+"");",
CWE36_Absolute_Path_Traversal__wchar_t_console_ifstream,inputFile.open((char *)data);,
CWE36_Absolute_Path_Traversal__wchar_t_console_ofstream,outputFile.open((char *)data);,
CWE36_Absolute_Path_Traversal__wchar_t_console_open,"fileDesc = OPEN(data, O_RDWR|O_CREAT, S_IREAD|S_IWRITE);",
CWE36_Absolute_Path_Traversal__wchar_t_console_w32CreateFile,"hFile = CreateFileW(data,
                            (GENERIC_WRITE|GENERIC_READ),
                            0,
                            NULL,
                            OPEN_ALWAYS,
                            FILE_ATTRIBUTE_NORMAL,
                            NULL);",
CWE36_Absolute_Path_Traversal__wchar_t_environment_fopen,"pFile = FOPEN(data, L""wb+"");",
CWE36_Absolute_Path_Traversal__wchar_t_environment_ifstream,inputFile.open((char *)data);,
CWE36_Absolute_Path_Traversal__wchar_t_environment_ofstream,outputFile.open((char *)data);,
CWE36_Absolute_Path_Traversal__wchar_t_environment_open,"fileDesc = OPEN(data, O_RDWR|O_CREAT, S_IREAD|S_IWRITE);",
CWE36_Absolute_Path_Traversal__wchar_t_environment_w32CreateFile,"hFile = CreateFileW(data,
                            (GENERIC_WRITE|GENERIC_READ),
                            0,
                            NULL,
                            OPEN_ALWAYS,
                            FILE_ATTRIBUTE_NORMAL,
                            NULL);",
CWE36_Absolute_Path_Traversal__wchar_t_file_fopen,"pFile = FOPEN(data, L""wb+"");",
CWE36_Absolute_Path_Traversal__wchar_t_file_ifstream,inputFile.open((char *)data);,
CWE36_Absolute_Path_Traversal__wchar_t_file_ofstream,outputFile.open((char *)data);,
CWE36_Absolute_Path_Traversal__wchar_t_file_open,"fileDesc = OPEN(data, O_RDWR|O_CREAT, S_IREAD|S_IWRITE);",
CWE36_Absolute_Path_Traversal__wchar_t_file_w32CreateFile,"hFile = CreateFileW(data,
                            (GENERIC_WRITE|GENERIC_READ),
                            0,
                            NULL,
                            OPEN_ALWAYS,
                            FILE_ATTRIBUTE_NORMAL,
                            NULL);",
CWE36_Absolute_Path_Traversal__wchar_t_listen_socket_fopen,"pFile = FOPEN(data, L""wb+"");",
CWE36_Absolute_Path_Traversal__wchar_t_listen_socket_ifstream,inputFile.open((char *)data);,
CWE36_Absolute_Path_Traversal__wchar_t_listen_socket_ofstream,outputFile.open((char *)data);,
CWE36_Absolute_Path_Traversal__wchar_t_listen_socket_open,"fileDesc = OPEN(data, O_RDWR|O_CREAT, S_IREAD|S_IWRITE);",
CWE36_Absolute_Path_Traversal__wchar_t_listen_socket_w32CreateFile,"hFile = CreateFileW(data,
                            (GENERIC_WRITE|GENERIC_READ),
                            0,
                            NULL,
                            OPEN_ALWAYS,
                            FILE_ATTRIBUTE_NORMAL,
                            NULL);",
CWE78_OS_Command_Injection__char_connect_socket_execl,"EXECL(COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__char_connect_socket_execlp,"EXECLP(COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__char_connect_socket_popen,"pipe = POPEN(data, ""w"");",
CWE78_OS_Command_Injection__char_connect_socket_system,if (SYSTEM(data) != 0),
CWE78_OS_Command_Injection__char_connect_socket_w32_execv,"EXECV(COMMAND_INT_PATH, args);",
CWE78_OS_Command_Injection__char_connect_socket_w32_execvp,"EXECVP(COMMAND_INT, args);",
CWE78_OS_Command_Injection__char_connect_socket_w32_spawnlp,"_spawnlp(_P_WAIT, COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__char_connect_socket_w32_spawnv,"_spawnv(_P_WAIT, COMMAND_INT_PATH, args);",
CWE78_OS_Command_Injection__char_connect_socket_w32_spawnvp,"_spawnvp(_P_WAIT, COMMAND_INT, args);",
CWE78_OS_Command_Injection__char_connect_socket_w32spawnl,"_spawnl(_P_WAIT, COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__char_console_execl,"EXECL(COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__char_console_execlp,"EXECLP(COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__char_console_popen,"pipe = POPEN(data, ""w"");",
CWE78_OS_Command_Injection__char_console_system,if (SYSTEM(data) != 0),
CWE78_OS_Command_Injection__char_console_w32_execv,"EXECV(COMMAND_INT_PATH, args);",
CWE78_OS_Command_Injection__char_console_w32_execvp,"EXECVP(COMMAND_INT, args);",
CWE78_OS_Command_Injection__char_console_w32_spawnlp,"_spawnlp(_P_WAIT, COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__char_console_w32_spawnv,"_spawnv(_P_WAIT, COMMAND_INT_PATH, args);",
CWE78_OS_Command_Injection__char_console_w32_spawnvp,"_spawnvp(_P_WAIT, COMMAND_INT, args);",
CWE78_OS_Command_Injection__char_console_w32spawnl,"_spawnl(_P_WAIT, COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__char_environment_execl,"EXECL(COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__char_environment_execlp,"EXECLP(COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__char_environment_popen,"pipe = POPEN(data, ""w"");",
CWE78_OS_Command_Injection__char_environment_system,if (SYSTEM(data) != 0),
CWE78_OS_Command_Injection__char_environment_w32_execv,"EXECV(COMMAND_INT_PATH, args);",
CWE78_OS_Command_Injection__char_environment_w32_execvp,"EXECVP(COMMAND_INT, args);",
CWE78_OS_Command_Injection__char_environment_w32_spawnlp,"_spawnlp(_P_WAIT, COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__char_environment_w32_spawnv,"_spawnv(_P_WAIT, COMMAND_INT_PATH, args);",
CWE78_OS_Command_Injection__char_environment_w32_spawnvp,"_spawnvp(_P_WAIT, COMMAND_INT, args);",
CWE78_OS_Command_Injection__char_environment_w32spawnl,"_spawnl(_P_WAIT, COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__char_file_execl,"EXECL(COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__char_file_execlp,"EXECLP(COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__char_file_popen,"pipe = POPEN(data, ""w"");",
CWE78_OS_Command_Injection__char_file_system,if (SYSTEM(data) != 0),
CWE78_OS_Command_Injection__char_file_w32_execvp,"EXECVP(COMMAND_INT, args);",
CWE78_OS_Command_Injection__char_file_w32spawnl,"_spawnl(_P_WAIT, COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__char_file_w32_execv,"EXECV(COMMAND_INT_PATH, args);",
CWE78_OS_Command_Injection__char_file_w32_spawnlp,"_spawnlp(_P_WAIT, COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__char_file_w32_spawnv,"_spawnv(_P_WAIT, COMMAND_INT_PATH, args);",
CWE78_OS_Command_Injection__char_file_w32_spawnvp,"_spawnvp(_P_WAIT, COMMAND_INT, args);",
CWE78_OS_Command_Injection__char_listen_socket_execl,"EXECL(COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__char_listen_socket_execlp,"EXECLP(COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__char_listen_socket_popen,"pipe = POPEN(data, ""w"");",
CWE78_OS_Command_Injection__char_listen_socket_system,if (SYSTEM(data) != 0),
CWE78_OS_Command_Injection__char_listen_socket_w32_execv,"EXECV(COMMAND_INT_PATH, args);",
CWE78_OS_Command_Injection__char_listen_socket_w32_execvp,"EXECVP(COMMAND_INT, args);",
CWE78_OS_Command_Injection__char_listen_socket_w32_spawnlp,"_spawnlp(_P_WAIT, COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__char_listen_socket_w32spawnl,"_spawnl(_P_WAIT, COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__char_listen_socket_w32_spawnv,"_spawnv(_P_WAIT, COMMAND_INT_PATH, args);",
CWE78_OS_Command_Injection__char_listen_socket_w32_spawnvp,"_spawnvp(_P_WAIT, COMMAND_INT, args);",
CWE78_OS_Command_Injection__wchar_t_connect_socket_execl,"EXECL(COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__wchar_t_connect_socket_execlp,"EXECLP(COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__wchar_t_connect_socket_popen,"pipe = POPEN(data, L""w"");",
CWE78_OS_Command_Injection__wchar_t_connect_socket_system,if (SYSTEM(data) != 0),
CWE78_OS_Command_Injection__wchar_t_connect_socket_w32_execv,"EXECV(COMMAND_INT_PATH, args);",
CWE78_OS_Command_Injection__wchar_t_connect_socket_w32_execvp,"EXECVP(COMMAND_INT, args);",
CWE78_OS_Command_Injection__wchar_t_connect_socket_w32_spawnlp,"_wspawnlp(_P_WAIT, COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__wchar_t_connect_socket_w32_spawnv,"_wspawnv(_P_WAIT, COMMAND_INT_PATH, args);",
CWE78_OS_Command_Injection__wchar_t_connect_socket_w32_spawnvp,"_wspawnvp(_P_WAIT, COMMAND_INT, args);",
CWE78_OS_Command_Injection__wchar_t_connect_socket_w32spawnl,"_wspawnl(_P_WAIT, COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__wchar_t_console_execl,"EXECL(COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__wchar_t_console_execlp,"EXECLP(COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__wchar_t_console_popen,"pipe = POPEN(data, L""w"");",
CWE78_OS_Command_Injection__wchar_t_console_system,if (SYSTEM(data) != 0),
CWE78_OS_Command_Injection__wchar_t_console_w32_execv,"EXECV(COMMAND_INT_PATH, args);",
CWE78_OS_Command_Injection__wchar_t_console_w32_execvp,"EXECVP(COMMAND_INT, args);",
CWE78_OS_Command_Injection__wchar_t_console_w32_spawnlp,"_wspawnlp(_P_WAIT, COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__wchar_t_console_w32_spawnv,"_wspawnv(_P_WAIT, COMMAND_INT_PATH, args);",
CWE78_OS_Command_Injection__wchar_t_console_w32_spawnvp,"_wspawnvp(_P_WAIT, COMMAND_INT, args);",
CWE78_OS_Command_Injection__wchar_t_console_w32spawnl,"_wspawnl(_P_WAIT, COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__wchar_t_environment_execl,"EXECL(COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__wchar_t_environment_execlp,"EXECLP(COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__wchar_t_environment_popen,"pipe = POPEN(data, L""w"");",
CWE78_OS_Command_Injection__wchar_t_environment_system,if (SYSTEM(data) != 0),
CWE78_OS_Command_Injection__wchar_t_environment_w32_execv,"EXECV(COMMAND_INT_PATH, args);",
CWE78_OS_Command_Injection__wchar_t_environment_w32_execvp,"EXECVP(COMMAND_INT, args);",
CWE78_OS_Command_Injection__wchar_t_environment_w32_spawnlp,"_wspawnlp(_P_WAIT, COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__wchar_t_environment_w32_spawnv,"_wspawnv(_P_WAIT, COMMAND_INT_PATH, args);",
CWE78_OS_Command_Injection__wchar_t_environment_w32_spawnvp,"_wspawnvp(_P_WAIT, COMMAND_INT, args);",
CWE78_OS_Command_Injection__wchar_t_environment_w32spawnl,"_wspawnl(_P_WAIT, COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);\",
CWE78_OS_Command_Injection__wchar_t_file_execl,"EXECL(COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__wchar_t_file_execlp,"EXECLP(COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__wchar_t_file_popen,"pipe = POPEN(data, L""w"");",
CWE78_OS_Command_Injection__wchar_t_file_system,if (SYSTEM(data) != 0),
CWE78_OS_Command_Injection__wchar_t_file_w32_execv,"EXECV(COMMAND_INT_PATH, args);",
CWE78_OS_Command_Injection__wchar_t_file_w32_execvp,"EXECVP(COMMAND_INT, args);",
CWE78_OS_Command_Injection__wchar_t_file_w32_spawnlp,"_wspawnlp(_P_WAIT, COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__wchar_t_file_w32_spawnv,"_wspawnv(_P_WAIT, COMMAND_INT_PATH, args);",
CWE78_OS_Command_Injection__wchar_t_file_w32_spawnvp,"_wspawnvp(_P_WAIT, COMMAND_INT, args);",
CWE78_OS_Command_Injection__wchar_t_file_w32spawnl,"_wspawnl(_P_WAIT, COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__wchar_t_listen_socket_execl,"EXECL(COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__wchar_t_listen_socket_execlp,"EXECLP(COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__wchar_t_listen_socket_popen,"pipe = POPEN(data, L""w"");",
CWE78_OS_Command_Injection__wchar_t_listen_socket_system,if (SYSTEM(data) != 0),
CWE78_OS_Command_Injection__wchar_t_listen_socket_w32_execvp,"EXECVP(COMMAND_INT, args);",
CWE78_OS_Command_Injection__wchar_t_listen_socket_w32spawnl,"_wspawnl(_P_WAIT, COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__wchar_t_listen_socket_w32_execv,"EXECV(COMMAND_INT_PATH, args);",
CWE78_OS_Command_Injection__wchar_t_listen_socket_w32_spawnlp,"_wspawnlp(_P_WAIT, COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);",
CWE78_OS_Command_Injection__wchar_t_listen_socket_w32_spawnv,"_wspawnv(_P_WAIT, COMMAND_INT_PATH, args);",
CWE78_OS_Command_Injection__wchar_t_listen_socket_w32_spawnvp,"_wspawnvp(_P_WAIT, COMMAND_INT, args);",
CWE90_LDAP_Injection__w32_char_connect_socket,"_snprintf(filter, 256-1, ""(cn=%s)"", data);",
CWE90_LDAP_Injection__w32_char_console,"_snprintf(filter, 256-1, ""(cn=%s)"", data);",
